conf_score,f1_score
0.4414800107151193,0.46339583576718346
0.1948399750323555,0.4113938280907358
0.3439414136571171,0.45324865014147486
0.3065628131490011,0.44575686051593527
0.9539724329052349,0.13173552949110331
0.5270563902255483,0.4428145187148335
0.368637938162248,0.4593248464273817
0.6596749782760797,0.4110938615194214
0.30020915046524305,0.4442480347382677
0.9707500082891513,0.08645560557147254
0.49454470478485324,0.466039479338792
0.5007890598956876,0.45633266958463437
0.4737231777742924,0.4638649175470336
0.4933648995287961,0.4588745576587312
0.6160583377440199,0.43118765067307085
0.1558037520709613,0.3961489500589697
0.5715866169696743,0.4528069119740683
0.9433267663423834,0.1544060691410972
0.8735159739391004,0.27988551370772746
0.32601047514007303,0.4504459394395216
0.7803017849322322,0.36176300528800887
0.6590079039739309,0.40835648927695095
0.7446879977825434,0.35890287755348105
0.019146109067913364,0.27255661798701525
0.19108104756049638,0.40902230441439946
0.4136901572857017,0.46668139848959256
0.020180264825552963,0.2715568605638124
0.3909124352511319,0.45923783635868365
0.09654111026425027,0.34071003115556964
0.2488970991552048,0.4372586267483374
0.43375869295451197,0.4782274026407603
0.4037738954477711,0.45003647731918456
0.42949883049960014,0.4723053931613186
0.24836328273271674,0.43065401251814456
0.7275680280380279,0.3882362634333898
0.10543107617574415,0.36141224887918794
0.5683050020844113,0.44422176169715466
0.2609155997507775,0.43564832592409497
0.44446162752271184,0.4511762501126243
0.5464405497773718,0.440020369329585
0.8271157737122965,0.3098122561233376
0.34994182426952203,0.4517890651999325
0.6286038749096396,0.42331063615006376
0.2885551312117657,0.4312393041554222
0.44341729986834844,0.4536552225610259
0.19140781767852694,0.4026908976809337
0.5228694323506634,0.43649686119872205
0.6898573236933507,0.4068336686692918
0.5855065704307214,0.443094570178033
0.45749530733230986,0.4391979989501046
0.3549324613953173,0.4595949417982213
0.297952504208656,0.43992932923293215
0.8710084466164538,0.2664897469642064
0.4972298314672198,0.459014322268849
0.12339030469763124,0.3607390141855145
0.6118514270177581,0.43451031535249074
0.3812758712332592,0.456727747425931
0.0451109876389259,0.2876907603540486
0.6596138228395984,0.41133146386285935
0.22840032420471207,0.42102794839825225
0.1531370129364012,0.40763619250275407
0.7145177359180276,0.39142198320623395
0.4224769452524233,0.4724834142149951
0.7649912912514714,0.37422220202920187
0.060004700854328186,0.3014055592913912
0.3260555865221991,0.46823518024039235
0.4070766759549998,0.4637615052515836
0.5324540265059602,0.4550144039986197
0.4748263156051176,0.4659598820786904
0.21566326321898432,0.42698864647981977
0.42352177995398,0.4748398291623966
0.27529210635179613,0.4308326223499899
0.37601241687221515,0.47244848119279975
0.31110099571049094,0.4463888698623527
0.5886625676813796,0.4318692367354974
0.5474075900042341,0.4520478569878001
0.3308806127704089,0.44780179964133254
0.47714941420412704,0.4543981401303321
0.4256821703658607,0.45537062082363305
0.6439329927681798,0.43503222793588725
0.6935489970140154,0.39623788658160175
0.8156770684638195,0.32613569065554
0.21983706880576276,0.4173234800912108
0.35486445350142526,0.45210943745162374
0.17678360483499161,0.4014631590595925
0.521838377052104,0.4577901874276059
0.45353724032311105,0.4501640474832588
0.5657819516641568,0.46041170364485534
0.6059087223956865,0.4436437108811567
0.5072143435557792,0.4582859300086192
0.14178041187094315,0.37374530036965103
0.26995083058157077,0.43381558180104807
0.39491161581778855,0.47115318909406667
0.6820040045048748,0.40049871608148924
0.42775407800257864,0.45456365198847815
0.30925035628174946,0.437453975249608
0.24273442043931304,0.4311679247538798
0.47250376769221114,0.4521876752972921
0.5520019663500235,0.44565160159944356
0.5888911008357721,0.440611627092686
